report_day,first,second,third
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,54.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,125.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,15.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,17.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,20.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,106.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,275.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,110.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,21.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,49.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,210.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,141.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,225.0,0.0,0.0
2020-12-20,107.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,178.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,18.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,971.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,50.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,16.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,103.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,26.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,92.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,86.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,432.0,0.0,0.0
2020-12-21,923.0,0.0,0.0
2020-12-21,17.0,0.0,0.0
2020-12-21,63.0,0.0,0.0
2020-12-21,491.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,108.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,70.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,22.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,276.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,51.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,21.0,0.0,0.0
2020-12-21,138.0,0.0,0.0
2020-12-21,292.0,0.0,0.0
2020-12-21,78.0,0.0,0.0
2020-12-21,43.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,157.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,373.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,15.0,0.0,0.0
2020-12-21,732.0,0.0,0.0
2020-12-21,130.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,445.0,0.0,0.0
2020-12-21,663.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,2211.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,140.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,33.0,0.0,0.0
2020-12-21,70.0,0.0,0.0
2020-12-21,72.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,128.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,125.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,36.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,3325.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,81.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,23.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,613.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,23.0,0.0,0.0
2020-12-21,36.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,92.0,0.0,0.0
2020-12-21,110.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,244.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,571.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,100.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,48.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,99.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,15.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,212.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,19.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,185.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,122.0,0.0,0.0
2020-12-21,110.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,567.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,24.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,47.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,65.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,32.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,308.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,15.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,15.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,95.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,1312.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,81.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,25.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,40.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,55.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,314.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,123.0,0.0,0.0
2020-12-21,128.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,61.0,0.0,0.0
2020-12-21,106.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,165.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,35.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,203.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,1035.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,19.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,715.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,139.0,0.0,0.0
2020-12-21,763.0,0.0,0.0
2020-12-21,431.0,0.0,0.0
2020-12-21,49.0,0.0,0.0
2020-12-21,694.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,15.0,0.0,0.0
2020-12-21,94.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,42.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,3019.0,0.0,0.0
2020-12-21,54.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-21,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,17.0,0.0,0.0
2020-12-22,15.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,135.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,145.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,16.0,0.0,0.0
2020-12-22,245.0,0.0,0.0
2020-12-22,16.0,0.0,0.0
2020-12-22,70.0,0.0,0.0
2020-12-22,84.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,947.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,15.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,27.0,0.0,0.0
2020-12-22,16.0,0.0,0.0
2020-12-22,22.0,0.0,0.0
2020-12-22,16.0,0.0,0.0
2020-12-22,37.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,199.0,0.0,0.0
2020-12-22,51.0,0.0,0.0
2020-12-22,1139.0,0.0,0.0
2020-12-22,2171.0,0.0,0.0
2020-12-22,45.0,0.0,0.0
2020-12-22,157.0,0.0,0.0
2020-12-22,1472.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,24.0,0.0,0.0
2020-12-22,20.0,0.0,0.0
2020-12-22,324.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,517.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,148.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,638.0,0.0,0.0
2020-12-22,36.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,97.0,0.0,0.0
2020-12-22,16.0,0.0,0.0
2020-12-22,17.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,67.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,81.0,0.0,0.0
2020-12-22,298.0,0.0,0.0
2020-12-22,627.0,0.0,0.0
2020-12-22,202.0,0.0,0.0
2020-12-22,138.0,0.0,0.0
2020-12-22,26.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,677.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,31.0,0.0,0.0
2020-12-22,15.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,423.0,0.0,0.0
2020-12-22,741.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,25.0,0.0,0.0
2020-12-22,58.0,0.0,0.0
2020-12-22,1367.0,0.0,0.0
2020-12-22,307.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,949.0,0.0,0.0
2020-12-22,1422.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,5174.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,31.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,452.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,18.0,0.0,0.0
2020-12-22,101.0,0.0,0.0
2020-12-22,106.0,0.0,0.0
2020-12-22,181.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,61.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,266.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,281.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,115.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,7377.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,17.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,169.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,93.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,18.0,0.0,0.0
2020-12-22,133.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,37.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,1217.0,0.0,0.0
2020-12-22,19.0,0.0,0.0
2020-12-22,64.0,0.0,0.0
2020-12-22,104.0,0.0,0.0
2020-12-22,581.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,206.0,0.0,0.0
2020-12-22,208.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,548.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,43.0,0.0,0.0
2020-12-22,80.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,1252.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,191.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,130.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,0.0,0.0,0.0
2020-12-22,257.0,0.0,0.0
